Region	Auftraggeber	Art Bauwerk	Art Arbeit	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012
......1622 Niederurnen*	Private Auftraggeber	Hochbau	Umbau	90	2229	252	40	200	100	5303	3532	1684	960	557	449	3804	5566	2395	4857	0	0
......1622 Niederurnen*	Private Auftraggeber	Tiefbau	Neubau	400	0	0	0	0	0	0	0	137	60	170	50	50	8	30	0	0	0
......1622 Niederurnen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	53	130	0	10	0	0	0	0	0	0	0
......1621 Nidfurn*	Öffentliche Auftraggeber	Hochbau	Neubau	170	0	0	50	0	600	20	616	0	0	0	0	0	0	0	0	0	0
......1621 Nidfurn*	Öffentliche Auftraggeber	Hochbau	Umbau	85	0	0	0	0	100	5	140	0	0	0	0	0	0	0	0	0	0
......1621 Nidfurn*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	266	283	176	47	38	20	0	0	0	0	0	0	0	0	0	0
......1621 Nidfurn*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	105	15	150	30	0	0	0	0	7	0	0	0	0	0	0	0
......1621 Nidfurn*	Private Auftraggeber	Hochbau	Neubau	0	400	10	10	0	0	100	2000	300	0	0	0	0	0	0	0	0	0
......1621 Nidfurn*	Private Auftraggeber	Hochbau	Umbau	100	0	155	25	530	28	50	35	150	523	194	0	0	0	0	0	0	0
......1621 Nidfurn*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	2	0	0	0	45	0	0	0	0	0	0	0	0	0
......1621 Nidfurn*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1620 Netstal*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	1840	0	0	0	0	0	0	0	0	0	0	0	0
......1620 Netstal*	Öffentliche Auftraggeber	Hochbau	Umbau	4210	0	0	0	240	0	0	0	0	0	610	1620	100	1300	9	170	0	0
......1620 Netstal*	Öffentliche Auftraggeber	Tiefbau	Neubau	20	30	30	0	0	3350	6132	1500	975	750	277	300	1145	2498	860	1000	0	0
......1620 Netstal*	Öffentliche Auftraggeber	Tiefbau	Umbau	12	0	0	0	0	0	0	0	0	0	5	1235	0	0	0	44	0	0
......1620 Netstal*	Private Auftraggeber	Hochbau	Neubau	3970	692	436	2050	1010	860	2880	2358	1975	3145	10945	7800	21300	8925	6761	5555	0	0
......1620 Netstal*	Private Auftraggeber	Hochbau	Umbau	6646	1335	1974	3490	440	3950	780	16	189	1048	890	440	2040	2150	3377	1406	0	0
......1620 Netstal*	Private Auftraggeber	Tiefbau	Neubau	30	0	0	0	0	420	0	15	60	146	2595	0	500	6	2000	0	0	0
......1620 Netstal*	Private Auftraggeber	Tiefbau	Umbau	700	0	0	0	0	0	0	0	0	0	0	110	400	0	20	9	0	0
......1619 Näfels*	Öffentliche Auftraggeber	Hochbau	Neubau	85	0	0	0	0	1660	0	99	200	0	0	0	0	0	0	0	0	0
......1619 Näfels*	Öffentliche Auftraggeber	Hochbau	Umbau	0	240	35	3535	1700	0	1621	800	0	0	53	210	0	0	0	602	0	0
......1619 Näfels*	Öffentliche Auftraggeber	Tiefbau	Neubau	1230	813	150	55	139	50	0	50	0	40	0	0	180	91	1031	0	0	0
......1619 Näfels*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	25	0	151	0	0	0	0
......1619 Näfels*	Private Auftraggeber	Hochbau	Neubau	5075	3572	1250	8950	7829	9820	1030	3536	3217	6582	15145	36105	33532	15668	13961	6871	0	0
......1619 Näfels*	Private Auftraggeber	Hochbau	Umbau	4690	1957	5559	2021	8187	4364	4262	13904	11837	2896	1648	2357	1299	1383	1449	1002	0	0
......1619 Näfels*	Private Auftraggeber	Tiefbau	Neubau	0	0	60	440	378	0	0	0	815	35	0	10	0	0	437	518	0	0
......1619 Näfels*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	29	47	8	0	39	30	10	135	40	43	10	17	415	0	0
......1618 Mühlehorn*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	30	0	25	0	0	0	0	0	0	0	0	0	0	0
......1618 Mühlehorn*	Öffentliche Auftraggeber	Hochbau	Umbau	15	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
......1618 Mühlehorn*	Öffentliche Auftraggeber	Tiefbau	Neubau	107	0	0	0	0	0	0	0	5	20	15	0	0	220	0	0	0	0
......1618 Mühlehorn*	Öffentliche Auftraggeber	Tiefbau	Umbau	11	6	0	0	0	0	0	5500	8350	14000	3210	120	0	0	185	1	0	0
......1618 Mühlehorn*	Private Auftraggeber	Hochbau	Neubau	1600	1780	0	0	0	0	50	0	0	0	0	0	1220	950	950	12282	0	0
......1618 Mühlehorn*	Private Auftraggeber	Hochbau	Umbau	70	240	0	155	980	145	255	0	130	100	18	75	235	300	1541	723	0	0
......1618 Mühlehorn*	Private Auftraggeber	Tiefbau	Neubau	0	5	0	50	0	0	0	105	0	0	0	0	0	0	0	0	0	0
......1618 Mühlehorn*	Private Auftraggeber	Tiefbau	Umbau	38	38	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
......1617 Mollis*	Öffentliche Auftraggeber	Hochbau	Neubau	340	40	0	0	15	219	14	1496	1071	87	18	20	275	19	3030	2630	0	0
......1617 Mollis*	Öffentliche Auftraggeber	Hochbau	Umbau	0	361	0	100	80	159	1500	1581	800	282	63	0	0	3017	285	10	0	0
......1617 Mollis*	Öffentliche Auftraggeber	Tiefbau	Neubau	272	95	487	745	10	45	2225	2845	2837	2205	1300	44	0	0	25	0	0	0
......1617 Mollis*	Öffentliche Auftraggeber	Tiefbau	Umbau	507	1000	976	668	662	587	166	70	0	0	0	170	785	406	232	85	0	0
......1617 Mollis*	Private Auftraggeber	Hochbau	Neubau	5940	10098	6037	8294	5564	10755	20307	8922	3792	9113	5680	26811	42823	47701	29728	20960	0	0
......1617 Mollis*	Private Auftraggeber	Hochbau	Umbau	1717	1929	2173	1775	4661	1490	1368	1353	436	2910	6441	1441	3041	1754	2309	1770	0	0
......1617 Mollis*	Private Auftraggeber	Tiefbau	Neubau	220	690	1998	1101	428	400	265	155	185	180	731	0	128	22	403	923	0	0
......1617 Mollis*	Private Auftraggeber	Tiefbau	Umbau	150	36	165	0	30	51	0	0	0	0	0	0	50	3	0	0	0	0
......1616 Mitlödi*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	2200	0	0	0	0	0	0	0	0	0	6	0	0	0	0
......1616 Mitlödi*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
......1616 Mitlödi*	Öffentliche Auftraggeber	Tiefbau	Neubau	180	0	0	10	0	0	15	10	0	0	0	0	0	0	0	0	0	0
......1616 Mitlödi*	Öffentliche Auftraggeber	Tiefbau	Umbau	228	201	81	0	0	0	0	0	0	25	18	65	0	0	0	0	0	0
......1616 Mitlödi*	Private Auftraggeber	Hochbau	Neubau	480	1200	75	4550	1650	3350	1780	1600	300	0	0	600	55	776	167	210	0	0
......1616 Mitlödi*	Private Auftraggeber	Hochbau	Umbau	105	275	105	160	449	6250	200	10	570	180	600	1192	692	624	745	185	0	0
......1616 Mitlödi*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
......1616 Mitlödi*	Private Auftraggeber	Tiefbau	Umbau	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1615 Matt*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1615 Matt*	Öffentliche Auftraggeber	Hochbau	Umbau	35	0	0	1100	30	170	3010	9176	810	163	115	4	0	0	640	0	0	0
......1615 Matt*	Öffentliche Auftraggeber	Tiefbau	Neubau	376	0	0	0	0	0	950	0	0	0	0	0	0	0	0	0	0	0
......1615 Matt*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	148	71	0	430	430	0	0	0	0	0	0
......1615 Matt*	Private Auftraggeber	Hochbau	Neubau	86	0	1000	350	0	0	0	50	610	10	1355	80	20	0	165	0	0	0
......1615 Matt*	Private Auftraggeber	Hochbau	Umbau	140	40	0	70	70	100	334	0	79	200	620	206	595	0	0	0	0	0
......1615 Matt*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0
......1615 Matt*	Private Auftraggeber	Tiefbau	Umbau	0	0	68	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0
......1614 Luchsingen*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
......1614 Luchsingen*	Öffentliche Auftraggeber	Hochbau	Umbau	0	190	155	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1614 Luchsingen*	Öffentliche Auftraggeber	Tiefbau	Neubau	84	15	0	33	0	0	0	0	0	0	0	150	0	0	0	0	0	0
......1614 Luchsingen*	Öffentliche Auftraggeber	Tiefbau	Umbau	40	0	0	35	0	0	0	0	0	30	115	65	0	0	24	0	0	0
......1614 Luchsingen*	Private Auftraggeber	Hochbau	Neubau	190	0	78	200	1350	200	200	0	120	1500	40	140	56	0	214	623	0	0
......1614 Luchsingen*	Private Auftraggeber	Hochbau	Umbau	265	11	4	20	4	107	100	0	0	238	413	1200	1313	1363	640	683	0	0
......1614 Luchsingen*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	12	0	0
......1614 Luchsingen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	60	135	4	0	0	0	67	45	0	0
......1613 Linthal*	Öffentliche Auftraggeber	Hochbau	Neubau	113	0	790	0	0	0	0	0	5450	3000	0	0	0	20	20	0	0	0
......1613 Linthal*	Öffentliche Auftraggeber	Hochbau	Umbau	0	30	220	60	20	0	100	30	20	0	0	0	0	1200	0	0	0	0
......1613 Linthal*	Öffentliche Auftraggeber	Tiefbau	Neubau	1772	952	685	50	25	0	0	180	0	130	975	15	395	0	700	700	0	0
......1613 Linthal*	Öffentliche Auftraggeber	Tiefbau	Umbau	7230	3780	760	700	800	5440	1370	3200	858	95	2015	1955	650	10116	4010	4048	0	0
......1613 Linthal*	Private Auftraggeber	Hochbau	Neubau	918	1500	1180	360	22	125	590	0	10173	11165	5930	6260	5290	19680	2250	4950	0	0
......1613 Linthal*	Private Auftraggeber	Hochbau	Umbau	615	510	970	295	675	450	220	82	308	89	223	400	395	3284	496	572	0	0
......1613 Linthal*	Private Auftraggeber	Tiefbau	Neubau	700	70	200	30	0	30	5	3000	1305	1086	80	9000	12092	25771	8699	11926	0	0
......1613 Linthal*	Private Auftraggeber	Tiefbau	Umbau	510	0	0	0	30	5	0	3	2	2	0	4	0	10	115	1164	0	0
......1612 Leuggelbach*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1612 Leuggelbach*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1612 Leuggelbach*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1612 Leuggelbach*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1612 Leuggelbach*	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0
......1612 Leuggelbach*	Private Auftraggeber	Hochbau	Umbau	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1612 Leuggelbach*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1612 Leuggelbach*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1611 Hätzingen*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1611 Hätzingen*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1611 Hätzingen*	Öffentliche Auftraggeber	Tiefbau	Neubau	63	0	0	0	90	15	0	0	0	0	0	0	0	0	0	0	0	0
......1611 Hätzingen*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1611 Hätzingen*	Private Auftraggeber	Hochbau	Neubau	700	300	585	591	255	132	40	0	60	0	0	0	0	0	0	0	0	0
......1611 Hätzingen*	Private Auftraggeber	Hochbau	Umbau	0	0	90	50	50	0	125	180	0	0	0	0	0	0	0	0	0	0
......1611 Hätzingen*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1611 Hätzingen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1610 Haslen*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
......1610 Haslen*	Öffentliche Auftraggeber	Hochbau	Umbau	300	1050	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1610 Haslen*	Öffentliche Auftraggeber	Tiefbau	Neubau	500	17	0	0	19	0	0	0	0	0	200	0	25	18	1100	0	0	0
......1610 Haslen*	Öffentliche Auftraggeber	Tiefbau	Umbau	620	201	310	250	300	350	300	300	500	410	320	468	422	511	0	39	0	0
......1610 Haslen*	Private Auftraggeber	Hochbau	Neubau	1755	480	591	1157	600	195	0	0	250	273	265	100	2556	1815	2140	6870	0	0
......1610 Haslen*	Private Auftraggeber	Hochbau	Umbau	270	237	6	270	50	20	3	0	20	240	0	70	553	378	688	68	0	0
......1610 Haslen*	Private Auftraggeber	Tiefbau	Neubau	0	0	100	0	66	0	0	0	0	0	0	0	1	0	0	0	0	0
......1610 Haslen*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0
......1609 Glarus*	Öffentliche Auftraggeber	Hochbau	Neubau	100	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1609 Glarus*	Öffentliche Auftraggeber	Hochbau	Umbau	14360	25810	14325	24160	9205	9627	19045	15590	5189	19370	368	60	627	1200	1700	0	0	0
......1609 Glarus*	Öffentliche Auftraggeber	Tiefbau	Neubau	2822	2599	2735	1810	2040	3105	1228	30	0	0	80	0	39	0	0	1500	0	0
......1609 Glarus*	Öffentliche Auftraggeber	Tiefbau	Umbau	1431	2325	0	0	40	250	0	0	0	0	0	0	0	0	40	0	0	0
......1609 Glarus*	Private Auftraggeber	Hochbau	Neubau	26361	18370	12130	7030	11390	12205	14824	10225	8855	19956	8605	25730	21015	6205	6880	311	0	0
......1609 Glarus*	Private Auftraggeber	Hochbau	Umbau	12768	5251	5409	2663	2918	8140	2742	4431	16056	1939	695	3412	4674	3632	1790	1561	0	0
......1609 Glarus*	Private Auftraggeber	Tiefbau	Neubau	0	10	900	0	105	445	780	831	775	0	8	25	6	0	0	0	0	0
......1609 Glarus*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	500	0	20	5	1	1	500	1025	39	1518	3700	1040	75	0	0
......1608 Filzbach*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	140	46	0	0	0	0	567	667	0	0
......1608 Filzbach*	Öffentliche Auftraggeber	Hochbau	Umbau	55	0	50	0	0	0	5277	0	2800	30	0	1855	0	690	0	30	0	0
......1608 Filzbach*	Öffentliche Auftraggeber	Tiefbau	Neubau	187	260	0	0	0	0	0	0	0	20	0	0	0	0	310	0	0	0
......1608 Filzbach*	Öffentliche Auftraggeber	Tiefbau	Umbau	730	150	0	0	0	0	0	0	1500	0	2500	1000	500	0	0	120	0	0
......1608 Filzbach*	Private Auftraggeber	Hochbau	Neubau	0	200	0	0	390	450	650	0	40	0	0	710	50	60	120	1394	0	0
......1608 Filzbach*	Private Auftraggeber	Hochbau	Umbau	3500	50	210	97	70	0	0	124	0	0	272	485	48	638	180	4194	0	0
......1608 Filzbach*	Private Auftraggeber	Tiefbau	Neubau	200	200	200	200	200	400	400	400	440	142	110	100	210	410	500	4	0	0
......1608 Filzbach*	Private Auftraggeber	Tiefbau	Umbau	0	30	0	40	40	21	0	30	20	0	0	0	0	0	0	43	0	0
......1607 Ennenda*	Öffentliche Auftraggeber	Hochbau	Neubau	0	40	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
......1607 Ennenda*	Öffentliche Auftraggeber	Hochbau	Umbau	2980	5462	0	0	0	61	4000	4000	0	0	0	463	120	120	200	145	0	0
......1607 Ennenda*	Öffentliche Auftraggeber	Tiefbau	Neubau	1270	165	7	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1607 Ennenda*	Öffentliche Auftraggeber	Tiefbau	Umbau	226	390	80	662	0	0	10	0	48	0	0	0	0	0	0	0	0	0
......1607 Ennenda*	Private Auftraggeber	Hochbau	Neubau	4765	848	510	6729	6778	210	895	4254	809	4808	3617	1475	750	668	56	730	0	0
......1607 Ennenda*	Private Auftraggeber	Hochbau	Umbau	2570	2037	2790	537	939	166	607	2498	1670	475	452	470	835	993	1541	3067	0	0
......1607 Ennenda*	Private Auftraggeber	Tiefbau	Neubau	0	0	70	0	0	0	12	0	0	35	0	0	0	0	0	0	0	0
......1607 Ennenda*	Private Auftraggeber	Tiefbau	Umbau	15	0	0	10	14	10	0	10	1	20	0	0	0	0	0	0	0	0
......1606 Engi*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	380	0	0	0	0	50	0	0	2	0	5000	0	0	0	0	0
......1606 Engi*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	260	0	100	0	6	0	0	0	285	0	281	0	0	0	0
......1606 Engi*	Öffentliche Auftraggeber	Tiefbau	Neubau	289	0	0	0	0	0	0	0	0	0	0	0	50	0	0	175	0	0
......1606 Engi*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	642	0	35	0	0	0	0	0
......1606 Engi*	Private Auftraggeber	Hochbau	Neubau	750	52	30	390	265	310	0	304	160	9	8	135	0	193	0	0	0	0
......1606 Engi*	Private Auftraggeber	Hochbau	Umbau	540	365	218	632	85	216	540	130	505	0	230	370	855	815	137	41	0	0
......1606 Engi*	Private Auftraggeber	Tiefbau	Neubau	0	25	0	20	30	30	0	0	4	0	0	0	0	0	15	15	0	0
......1606 Engi*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1605 Elm*	Öffentliche Auftraggeber	Hochbau	Neubau	0	1000	400	0	110	763	50	4735	4101	1069	4710	1433	0	524	109	0	0	0
......1605 Elm*	Öffentliche Auftraggeber	Hochbau	Umbau	0	200	618	107	0	450	15	0	0	0	0	0	0	0	8	0	0	0
......1605 Elm*	Öffentliche Auftraggeber	Tiefbau	Neubau	2190	900	650	1000	800	430	0	900	0	0	0	0	0	0	0	0	0	0
......1605 Elm*	Öffentliche Auftraggeber	Tiefbau	Umbau	3705	3127	6090	12837	125	9773	7167	5321	1997	298	0	0	50	80	80	1	0	0
......1605 Elm*	Private Auftraggeber	Hochbau	Neubau	10850	1100	80	1300	1870	860	0	70	150	0	0	1660	200	200	0	0	0	0
......1605 Elm*	Private Auftraggeber	Hochbau	Umbau	800	380	700	340	0	250	520	0	350	0	0	0	0	0	0	0	0	0
......1605 Elm*	Private Auftraggeber	Tiefbau	Neubau	0	0	150	150	220	990	50	500	0	0	0	0	0	0	0	0	0	0
......1605 Elm*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
......1604 Diesbach (GL)*	Öffentliche Auftraggeber	Hochbau	Neubau	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1604 Diesbach (GL)*	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1604 Diesbach (GL)*	Öffentliche Auftraggeber	Tiefbau	Neubau	217	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0
......1604 Diesbach (GL)*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
......1604 Diesbach (GL)*	Private Auftraggeber	Hochbau	Neubau	2500	0	0	0	350	20	20	20	20	0	0	0	0	0	0	0	0	0
......1604 Diesbach (GL)*	Private Auftraggeber	Hochbau	Umbau	12	202	0	0	44	6	100	37	10	0	0	0	0	0	0	0	0	0
......1604 Diesbach (GL)*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	48	0	0	0	6	0	0	0	0	0	0	0	0	0	0
......1604 Diesbach (GL)*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0
......1603 Braunwald*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1603 Braunwald*	Öffentliche Auftraggeber	Hochbau	Umbau	60	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1603 Braunwald*	Öffentliche Auftraggeber	Tiefbau	Neubau	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1603 Braunwald*	Öffentliche Auftraggeber	Tiefbau	Umbau	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1603 Braunwald*	Private Auftraggeber	Hochbau	Neubau	300	2813	2990	1340	0	0	40	700	838	64	0	0	150	907	610	2003	0	0
......1603 Braunwald*	Private Auftraggeber	Hochbau	Umbau	130	320	220	0	95	1420	28	0	1500	223	0	0	0	0	413	35	0	0
......1603 Braunwald*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1603 Braunwald*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1602 Bilten*	Öffentliche Auftraggeber	Hochbau	Neubau	630	0	0	1545	0	100	0	0	500	0	70	0	0	0	6800	266	0	0
......1602 Bilten*	Öffentliche Auftraggeber	Hochbau	Umbau	3420	3375	0	0	30	395	0	0	0	8	65	0	0	0	0	20	0	0
......1602 Bilten*	Öffentliche Auftraggeber	Tiefbau	Neubau	275	71	481	741	3800	3450	450	70	175	32	37	19	20	0	0	0	0	0
......1602 Bilten*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	45	2000	0	90	1520	1750	1300	1100	1000	700	1003	0	3201	3201	0	0
......1602 Bilten*	Private Auftraggeber	Hochbau	Neubau	6050	5090	930	5068	2370	1950	8422	7947	2714	4708	2842	1650	4687	6107	8093	10898	0	0
......1602 Bilten*	Private Auftraggeber	Hochbau	Umbau	512	1212	808	1678	2061	1186	1179	517	575	680	458	505	2325	456	386	1229	0	0
......1602 Bilten*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	175	0	0	0	0	0	0	225	40	0	57	57	57	0	0
......1602 Bilten*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	320	3	25	6	897	3	4	1	0	5	0	0
......1601 Betschwanden*	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1601 Betschwanden*	Öffentliche Auftraggeber	Hochbau	Umbau	0	50	0	0	0	0	0	0	210	0	0	0	0	0	774	0	0	0
......1601 Betschwanden*	Öffentliche Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1601 Betschwanden*	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	1550	1000	0	0	0	0	0
......1601 Betschwanden*	Private Auftraggeber	Hochbau	Neubau	0	0	0	0	185	565	80	0	140	0	0	131	76	0	0	450	0	0
......1601 Betschwanden*	Private Auftraggeber	Hochbau	Umbau	0	600	70	15	0	30	450	7	50	0	290	325	170	0	0	12	0	0
......1601 Betschwanden*	Private Auftraggeber	Tiefbau	Neubau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1601 Betschwanden*	Private Auftraggeber	Tiefbau	Umbau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1511 Wolfenschiessen	Öffentliche Auftraggeber	Hochbau	Neubau	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
......1511 Wolfenschiessen	Öffentliche Auftraggeber	Hochbau	Umbau	10	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
......1511 Wolfenschiessen	Öffentliche Auftraggeber	Tiefbau	Neubau	200	470	165	200	180	150	150	229	0	0	0	0	0	0	0	0	1000	7700
......1511 Wolfenschiessen	Öffentliche Auftraggeber	Tiefbau	Umbau	0	0	300	0	0	0	0	0	0	0	16	0	0	0	450	0	0	0
......1511 Wolfenschiessen	Private Auftraggeber	Hochbau	Neubau	5958	3584	1992	510	66	66	859	2588	0	820	2146	3318	0	850	789	3251	6450	9141
......1511 Wolfenschiessen	Private Auftraggeber	Hochbau	Umbau	1553	961	922	807	2640	420	2976	635	489	640	78	419	0	2059	2788	4071	592	1639
......1511 Wolfenschiessen	Private Auftraggeber	Tiefbau	Neubau	13	178	530	7	116	0	370	0	0	386	0	0	46	0	0	0	0	0
......1511 Wolfenschiessen	Private Auftraggeber	Tiefbau	Umbau	839	304	490	15	20	20	0	0	0	0	0	0	0	0	0	0	0	120
......1510 Stansstad	Öffentliche Auftraggeber	Hochbau	Neubau	0	0	0	600	100	0	250	0	0	45	0	10000	5000	6300	3	0	0	105
......1510 Stansstad	Öffentliche Auftraggeber	Hochbau	Umbau	0	0	0	0	2100	0	0	2700	0	1150	0	0	0	2239	5535	174	319	834
......1510 Stansstad	Öffentliche Auftraggeber	Tiefbau	Neubau	0	20	0	0	0	0	0	0	0	0	0	0	0	0	190	540	0	0
......1510 Stansstad	Öffentliche Auftraggeber	Tiefbau	Umbau	170	0	0	5	2750	1260	695	1020	33	7	0	0	0	633	22	588	839	53
......1510 Stansstad	Private Auftraggeber	Hochbau	Neubau	17510	16610	20530	16505	11005	1600	6260	26390	13515	26555	14580	21470	21375	6812	6498	21956	11504	9169
......1510 Stansstad	Private Auftraggeber	Hochbau	Umbau	3038	1793	435	2378	3635	2980	4305	3486	1357	980	2175	1136	1060	386	4488	15840	17577	28394
......1510 Stansstad	Private Auftraggeber	Tiefbau	Neubau	0	70	60	200	60	0	1008	450	450	52	110	150	75	0	0	0	0	0
......1510 Stansstad	Private Auftraggeber	Tiefbau	Umbau	820	980	0	75	130	31	183	17	0	15	186	62	25	25	113	79	0	436
......1509 Stans	Öffentliche Auftraggeber	Hochbau	Neubau	1000	5000	2600	0	0	0	0	0	5720	10800	12622	11842	0	0	100	200	255	6200
......1509 Stans	Öffentliche Auftraggeber	Hochbau	Umbau	8100	130	3410	9850	3500	1000	250	1001	3202	2003	5906	3975	6330	417	2115	12197	21542	1761
......1509 Stans	Öffentliche Auftraggeber	Tiefbau	Neubau	3670	1180	170	150	100	19	0	0	300	80	0	2300	3000	2272	507	287	27	0
